,variable,Frobenius,Correlation,seed,num_samples,overlap,noise (%),missingness,algorithm
5620,0,4.4963358718881805,0.8133803145455335,1.0,100,20,50.0,blocks,Average
5621,1,4.4963358718881805,0.8133803145455335,2.0,100,20,50.0,blocks,Average
5622,2,4.4963358718881805,0.8133803145455335,3.0,100,20,50.0,blocks,Average
5623,3,4.4963358718881805,0.8133803145455335,4.0,100,20,50.0,blocks,Average
5624,4,4.4963358718881805,0.8133803145455335,5.0,100,20,50.0,blocks,Average
5625,5,4.4963358718881805,0.8133803145455335,6.0,100,20,50.0,blocks,Average
5626,6,4.4963358718881805,0.8133803145455335,7.0,100,20,50.0,blocks,Average
5627,7,4.4963358718881805,0.8133803145455335,8.0,100,20,50.0,blocks,Average
5628,8,4.4963358718881805,0.8133803145455335,9.0,100,20,50.0,blocks,Average
5629,9,4.4963358718881805,0.8133803145455335,10.0,100,20,50.0,blocks,Average
5650,0,5.776221370848732,0.709502017931903,1.0,100,20,50.0,noise-blocks-dependence,Average
5651,1,5.776221370848732,0.709502017931903,2.0,100,20,50.0,noise-blocks-dependence,Average
5652,2,5.776221370848732,0.709502017931903,3.0,100,20,50.0,noise-blocks-dependence,Average
5653,3,5.776221370848732,0.709502017931903,4.0,100,20,50.0,noise-blocks-dependence,Average
5654,4,5.776221370848732,0.709502017931903,5.0,100,20,50.0,noise-blocks-dependence,Average
5655,5,5.776221370848732,0.709502017931903,6.0,100,20,50.0,noise-blocks-dependence,Average
5656,6,5.776221370848732,0.709502017931903,7.0,100,20,50.0,noise-blocks-dependence,Average
5657,7,5.776221370848732,0.709502017931903,8.0,100,20,50.0,noise-blocks-dependence,Average
5658,8,5.776221370848732,0.709502017931903,9.0,100,20,50.0,noise-blocks-dependence,Average
5659,9,5.776221370848732,0.709502017931903,10.0,100,20,50.0,noise-blocks-dependence,Average
5720,0,0.9210354032946518,0.998489886537324,1.0,1000,4,10.0,noise,Average
5721,1,0.9210354032946518,0.998489886537324,2.0,1000,4,10.0,noise,Average
5722,2,0.9210354032946518,0.998489886537324,3.0,1000,4,10.0,noise,Average
5723,3,0.9210354032946518,0.998489886537324,4.0,1000,4,10.0,noise,Average
5724,4,0.9210354032946518,0.998489886537324,5.0,1000,4,10.0,noise,Average
5725,5,0.9210354032946518,0.998489886537324,6.0,1000,4,10.0,noise,Average
5726,6,0.9210354032946518,0.998489886537324,7.0,1000,4,10.0,noise,Average
5727,7,0.9210354032946518,0.998489886537324,8.0,1000,4,10.0,noise,Average
5728,8,0.9210354032946518,0.998489886537324,9.0,1000,4,10.0,noise,Average
5729,9,0.9210354032946518,0.998489886537324,10.0,1000,4,10.0,noise,Average
5730,0,6.110752275474642,0.637238947240814,1.0,1000,4,10.0,blocks,Average
5731,1,6.110752275474642,0.637238947240814,2.0,1000,4,10.0,blocks,Average
5732,2,6.110752275474642,0.637238947240814,3.0,1000,4,10.0,blocks,Average
5733,3,6.110752275474642,0.637238947240814,4.0,1000,4,10.0,blocks,Average
5734,4,6.110752275474642,0.637238947240814,5.0,1000,4,10.0,blocks,Average
5735,5,6.110752275474642,0.637238947240814,6.0,1000,4,10.0,blocks,Average
5736,6,6.110752275474642,0.637238947240814,7.0,1000,4,10.0,blocks,Average
5737,7,6.110752275474642,0.637238947240814,8.0,1000,4,10.0,blocks,Average
5738,8,6.110752275474642,0.637238947240814,9.0,1000,4,10.0,blocks,Average
5739,9,6.110752275474642,0.637238947240814,10.0,1000,4,10.0,blocks,Average
5770,0,5.811065234053955,0.68181423792468,1.0,1000,4,10.0,noise-blocks-dependence,Average
5771,1,5.811065234053955,0.68181423792468,2.0,1000,4,10.0,noise-blocks-dependence,Average
5772,2,5.811065234053955,0.68181423792468,3.0,1000,4,10.0,noise-blocks-dependence,Average
5773,3,5.811065234053955,0.68181423792468,4.0,1000,4,10.0,noise-blocks-dependence,Average
5774,4,5.811065234053955,0.68181423792468,5.0,1000,4,10.0,noise-blocks-dependence,Average
5775,5,5.811065234053955,0.68181423792468,6.0,1000,4,10.0,noise-blocks-dependence,Average
5776,6,5.811065234053955,0.68181423792468,7.0,1000,4,10.0,noise-blocks-dependence,Average
5777,7,5.811065234053955,0.68181423792468,8.0,1000,4,10.0,noise-blocks-dependence,Average
5778,8,5.811065234053955,0.68181423792468,9.0,1000,4,10.0,noise-blocks-dependence,Average
5779,9,5.811065234053955,0.68181423792468,10.0,1000,4,10.0,noise-blocks-dependence,Average
5780,0,2.5666500032690345,0.9927302566618672,1.0,1000,4,30.0,noise,Average
5781,1,2.5666500032690345,0.9927302566618672,2.0,1000,4,30.0,noise,Average
5782,2,2.5666500032690345,0.9927302566618672,3.0,1000,4,30.0,noise,Average
5783,3,2.5666500032690345,0.9927302566618672,4.0,1000,4,30.0,noise,Average
5784,4,2.5666500032690345,0.9927302566618672,5.0,1000,4,30.0,noise,Average
5785,5,2.5666500032690345,0.9927302566618672,6.0,1000,4,30.0,noise,Average
5786,6,2.5666500032690345,0.9927302566618672,7.0,1000,4,30.0,noise,Average
5787,7,2.5666500032690345,0.9927302566618672,8.0,1000,4,30.0,noise,Average
5788,8,2.5666500032690345,0.9927302566618672,9.0,1000,4,30.0,noise,Average
5789,9,2.5666500032690345,0.9927302566618672,10.0,1000,4,30.0,noise,Average
5790,0,5.945303029194165,0.6469240752646579,1.0,1000,4,30.0,blocks,Average
5791,1,5.945303029194165,0.6469240752646579,2.0,1000,4,30.0,blocks,Average
5792,2,5.945303029194165,0.6469240752646579,3.0,1000,4,30.0,blocks,Average
5793,3,5.945303029194165,0.6469240752646579,4.0,1000,4,30.0,blocks,Average
5794,4,5.945303029194165,0.6469240752646579,5.0,1000,4,30.0,blocks,Average
5795,5,5.945303029194165,0.6469240752646579,6.0,1000,4,30.0,blocks,Average
5796,6,5.945303029194165,0.6469240752646579,7.0,1000,4,30.0,blocks,Average
5797,7,5.945303029194165,0.6469240752646579,8.0,1000,4,30.0,blocks,Average
5798,8,5.945303029194165,0.6469240752646579,9.0,1000,4,30.0,blocks,Average
5799,9,5.945303029194165,0.6469240752646579,10.0,1000,4,30.0,blocks,Average
5830,0,4.2026536064516105,0.9765133275921511,1.0,1000,4,50.0,noise,Average
5831,1,4.2026536064516105,0.9765133275921511,2.0,1000,4,50.0,noise,Average
5832,2,4.2026536064516105,0.9765133275921511,3.0,1000,4,50.0,noise,Average
5833,3,4.2026536064516105,0.9765133275921511,4.0,1000,4,50.0,noise,Average
5834,4,4.2026536064516105,0.9765133275921511,5.0,1000,4,50.0,noise,Average
5835,5,4.2026536064516105,0.9765133275921511,6.0,1000,4,50.0,noise,Average
5836,6,4.2026536064516105,0.9765133275921511,7.0,1000,4,50.0,noise,Average
5837,7,4.2026536064516105,0.9765133275921511,8.0,1000,4,50.0,noise,Average
5838,8,4.2026536064516105,0.9765133275921511,9.0,1000,4,50.0,noise,Average
5839,9,4.2026536064516105,0.9765133275921511,10.0,1000,4,50.0,noise,Average
5840,0,6.123219922042186,0.6464659266785018,1.0,1000,4,30.0,noise-blocks-dependence,Average
5841,1,6.123219922042186,0.6464659266785018,2.0,1000,4,30.0,noise-blocks-dependence,Average
5842,2,6.123219922042186,0.6464659266785018,3.0,1000,4,30.0,noise-blocks-dependence,Average
5843,3,6.123219922042186,0.6464659266785018,4.0,1000,4,30.0,noise-blocks-dependence,Average
5844,4,6.123219922042186,0.6464659266785018,5.0,1000,4,30.0,noise-blocks-dependence,Average
5845,5,6.123219922042186,0.6464659266785018,6.0,1000,4,30.0,noise-blocks-dependence,Average
5846,6,6.123219922042186,0.6464659266785018,7.0,1000,4,30.0,noise-blocks-dependence,Average
5847,7,6.123219922042186,0.6464659266785018,8.0,1000,4,30.0,noise-blocks-dependence,Average
5848,8,6.123219922042186,0.6464659266785018,9.0,1000,4,30.0,noise-blocks-dependence,Average
5849,9,6.123219922042186,0.6464659266785018,10.0,1000,4,30.0,noise-blocks-dependence,Average
5850,0,5.979180882024336,0.651214659904657,1.0,1000,4,50.0,blocks,Average
5851,1,5.979180882024336,0.651214659904657,2.0,1000,4,50.0,blocks,Average
5852,2,5.979180882024336,0.651214659904657,3.0,1000,4,50.0,blocks,Average
5853,3,5.979180882024336,0.651214659904657,4.0,1000,4,50.0,blocks,Average
5854,4,5.979180882024336,0.651214659904657,5.0,1000,4,50.0,blocks,Average
5855,5,5.979180882024336,0.651214659904657,6.0,1000,4,50.0,blocks,Average
5856,6,5.979180882024336,0.651214659904657,7.0,1000,4,50.0,blocks,Average
5857,7,5.979180882024336,0.651214659904657,8.0,1000,4,50.0,blocks,Average
5858,8,5.979180882024336,0.651214659904657,9.0,1000,4,50.0,blocks,Average
5859,9,5.979180882024336,0.651214659904657,10.0,1000,4,50.0,blocks,Average
5890,0,6.540350197134463,0.6342340038740656,1.0,1000,4,50.0,noise-blocks-dependence,Average
5891,1,6.540350197134463,0.6342340038740656,2.0,1000,4,50.0,noise-blocks-dependence,Average
5892,2,6.540350197134463,0.6342340038740656,3.0,1000,4,50.0,noise-blocks-dependence,Average
5893,3,6.540350197134463,0.6342340038740656,4.0,1000,4,50.0,noise-blocks-dependence,Average
5894,4,6.540350197134463,0.6342340038740656,5.0,1000,4,50.0,noise-blocks-dependence,Average
5895,5,6.540350197134463,0.6342340038740656,6.0,1000,4,50.0,noise-blocks-dependence,Average
5896,6,6.540350197134463,0.6342340038740656,7.0,1000,4,50.0,noise-blocks-dependence,Average
5897,7,6.540350197134463,0.6342340038740656,8.0,1000,4,50.0,noise-blocks-dependence,Average
5898,8,6.540350197134463,0.6342340038740656,9.0,1000,4,50.0,noise-blocks-dependence,Average
5899,9,6.540350197134463,0.6342340038740656,10.0,1000,4,50.0,noise-blocks-dependence,Average
5960,0,0.8959032385506802,0.9984513068767412,1.0,1000,10,10.0,noise,Average
5961,1,0.8959032385506802,0.9984513068767412,2.0,1000,10,10.0,noise,Average
5962,2,0.8959032385506802,0.9984513068767412,3.0,1000,10,10.0,noise,Average
5963,3,0.8959032385506802,0.9984513068767412,4.0,1000,10,10.0,noise,Average
5964,4,0.8959032385506802,0.9984513068767412,5.0,1000,10,10.0,noise,Average
5965,5,0.8959032385506802,0.9984513068767412,6.0,1000,10,10.0,noise,Average
5966,6,0.8959032385506802,0.9984513068767412,7.0,1000,10,10.0,noise,Average
5967,7,0.8959032385506802,0.9984513068767412,8.0,1000,10,10.0,noise,Average
5968,8,0.8959032385506802,0.9984513068767412,9.0,1000,10,10.0,noise,Average
5969,9,0.8959032385506802,0.9984513068767412,10.0,1000,10,10.0,noise,Average
5970,0,4.652727816642445,0.8028486588667435,1.0,1000,10,10.0,blocks,Average
5971,1,4.652727816642445,0.8028486588667435,2.0,1000,10,10.0,blocks,Average
5972,2,4.652727816642445,0.8028486588667435,3.0,1000,10,10.0,blocks,Average
5973,3,4.652727816642445,0.8028486588667435,4.0,1000,10,10.0,blocks,Average
5974,4,4.652727816642445,0.8028486588667435,5.0,1000,10,10.0,blocks,Average
5975,5,4.652727816642445,0.8028486588667435,6.0,1000,10,10.0,blocks,Average
5976,6,4.652727816642445,0.8028486588667435,7.0,1000,10,10.0,blocks,Average
5977,7,4.652727816642445,0.8028486588667435,8.0,1000,10,10.0,blocks,Average
5978,8,4.652727816642445,0.8028486588667435,9.0,1000,10,10.0,blocks,Average
5979,9,4.652727816642445,0.8028486588667435,10.0,1000,10,10.0,blocks,Average
6010,0,5.321452421562962,0.7513743579252958,1.0,1000,10,10.0,noise-blocks-dependence,Average
6011,1,5.321452421562962,0.7513743579252958,2.0,1000,10,10.0,noise-blocks-dependence,Average
6012,2,5.321452421562962,0.7513743579252958,3.0,1000,10,10.0,noise-blocks-dependence,Average
6013,3,5.321452421562962,0.7513743579252958,4.0,1000,10,10.0,noise-blocks-dependence,Average
6014,4,5.321452421562962,0.7513743579252958,5.0,1000,10,10.0,noise-blocks-dependence,Average
6015,5,5.321452421562962,0.7513743579252958,6.0,1000,10,10.0,noise-blocks-dependence,Average
6016,6,5.321452421562962,0.7513743579252958,7.0,1000,10,10.0,noise-blocks-dependence,Average
6017,7,5.321452421562962,0.7513743579252958,8.0,1000,10,10.0,noise-blocks-dependence,Average
6018,8,5.321452421562962,0.7513743579252958,9.0,1000,10,10.0,noise-blocks-dependence,Average
6019,9,5.321452421562962,0.7513743579252958,10.0,1000,10,10.0,noise-blocks-dependence,Average
6020,0,2.597149898740008,0.9921514550140788,1.0,1000,10,30.0,noise,Average
6021,1,2.597149898740008,0.9921514550140788,2.0,1000,10,30.0,noise,Average
6022,2,2.597149898740008,0.9921514550140788,3.0,1000,10,30.0,noise,Average
6023,3,2.597149898740008,0.9921514550140788,4.0,1000,10,30.0,noise,Average
6024,4,2.597149898740008,0.9921514550140788,5.0,1000,10,30.0,noise,Average
6025,5,2.597149898740008,0.9921514550140788,6.0,1000,10,30.0,noise,Average
6026,6,2.597149898740008,0.9921514550140788,7.0,1000,10,30.0,noise,Average
6027,7,2.597149898740008,0.9921514550140788,8.0,1000,10,30.0,noise,Average
6028,8,2.597149898740008,0.9921514550140788,9.0,1000,10,30.0,noise,Average
6029,9,2.597149898740008,0.9921514550140788,10.0,1000,10,30.0,noise,Average
6030,0,4.959918207024465,0.7691947994997687,1.0,1000,10,30.0,blocks,Average
6031,1,4.959918207024465,0.7691947994997687,2.0,1000,10,30.0,blocks,Average
6032,2,4.959918207024465,0.7691947994997687,3.0,1000,10,30.0,blocks,Average
6033,3,4.959918207024465,0.7691947994997687,4.0,1000,10,30.0,blocks,Average
6034,4,4.959918207024465,0.7691947994997687,5.0,1000,10,30.0,blocks,Average
6035,5,4.959918207024465,0.7691947994997687,6.0,1000,10,30.0,blocks,Average
6036,6,4.959918207024465,0.7691947994997687,7.0,1000,10,30.0,blocks,Average
6037,7,4.959918207024465,0.7691947994997687,8.0,1000,10,30.0,blocks,Average
6038,8,4.959918207024465,0.7691947994997687,9.0,1000,10,30.0,blocks,Average
6039,9,4.959918207024465,0.7691947994997687,10.0,1000,10,30.0,blocks,Average
6070,0,5.764352171915632,0.7232860171683401,1.0,1000,10,30.0,noise-blocks-dependence,Average
6071,1,5.764352171915632,0.7232860171683401,2.0,1000,10,30.0,noise-blocks-dependence,Average
6072,2,5.764352171915632,0.7232860171683401,3.0,1000,10,30.0,noise-blocks-dependence,Average
6073,3,5.764352171915632,0.7232860171683401,4.0,1000,10,30.0,noise-blocks-dependence,Average
6074,4,5.764352171915632,0.7232860171683401,5.0,1000,10,30.0,noise-blocks-dependence,Average
6075,5,5.764352171915632,0.7232860171683401,6.0,1000,10,30.0,noise-blocks-dependence,Average
6076,6,5.764352171915632,0.7232860171683401,7.0,1000,10,30.0,noise-blocks-dependence,Average
6077,7,5.764352171915632,0.7232860171683401,8.0,1000,10,30.0,noise-blocks-dependence,Average
6078,8,5.764352171915632,0.7232860171683401,9.0,1000,10,30.0,noise-blocks-dependence,Average
6079,9,5.764352171915632,0.7232860171683401,10.0,1000,10,30.0,noise-blocks-dependence,Average
6080,0,4.2101677189883775,0.9774535723211458,1.0,1000,10,50.0,noise,Average
6081,1,4.2101677189883775,0.9774535723211458,2.0,1000,10,50.0,noise,Average
6082,2,4.2101677189883775,0.9774535723211458,3.0,1000,10,50.0,noise,Average
6083,3,4.2101677189883775,0.9774535723211458,4.0,1000,10,50.0,noise,Average
6084,4,4.2101677189883775,0.9774535723211458,5.0,1000,10,50.0,noise,Average
6085,5,4.2101677189883775,0.9774535723211458,6.0,1000,10,50.0,noise,Average
6086,6,4.2101677189883775,0.9774535723211458,7.0,1000,10,50.0,noise,Average
6087,7,4.2101677189883775,0.9774535723211458,8.0,1000,10,50.0,noise,Average
6088,8,4.2101677189883775,0.9774535723211458,9.0,1000,10,50.0,noise,Average
6089,9,4.2101677189883775,0.9774535723211458,10.0,1000,10,50.0,noise,Average
6090,0,5.4682732812404575,0.7243448928565733,1.0,1000,10,50.0,blocks,Average
6091,1,5.4682732812404575,0.7243448928565733,2.0,1000,10,50.0,blocks,Average
6092,2,5.4682732812404575,0.7243448928565733,3.0,1000,10,50.0,blocks,Average
6093,3,5.4682732812404575,0.7243448928565733,4.0,1000,10,50.0,blocks,Average
6094,4,5.4682732812404575,0.7243448928565733,5.0,1000,10,50.0,blocks,Average
6095,5,5.4682732812404575,0.7243448928565733,6.0,1000,10,50.0,blocks,Average
6096,6,5.4682732812404575,0.7243448928565733,7.0,1000,10,50.0,blocks,Average
6097,7,5.4682732812404575,0.7243448928565733,8.0,1000,10,50.0,blocks,Average
6098,8,5.4682732812404575,0.7243448928565733,9.0,1000,10,50.0,blocks,Average
6099,9,5.4682732812404575,0.7243448928565733,10.0,1000,10,50.0,blocks,Average
6130,0,6.351949628006831,0.6900928406872471,1.0,1000,10,50.0,noise-blocks-dependence,Average
6131,1,6.351949628006831,0.6900928406872471,2.0,1000,10,50.0,noise-blocks-dependence,Average
6132,2,6.351949628006831,0.6900928406872471,3.0,1000,10,50.0,noise-blocks-dependence,Average
6133,3,6.351949628006831,0.6900928406872471,4.0,1000,10,50.0,noise-blocks-dependence,Average
6134,4,6.351949628006831,0.6900928406872471,5.0,1000,10,50.0,noise-blocks-dependence,Average
6135,5,6.351949628006831,0.6900928406872471,6.0,1000,10,50.0,noise-blocks-dependence,Average
6136,6,6.351949628006831,0.6900928406872471,7.0,1000,10,50.0,noise-blocks-dependence,Average
6137,7,6.351949628006831,0.6900928406872471,8.0,1000,10,50.0,noise-blocks-dependence,Average
6138,8,6.351949628006831,0.6900928406872471,9.0,1000,10,50.0,noise-blocks-dependence,Average
6139,9,6.351949628006831,0.6900928406872471,10.0,1000,10,50.0,noise-blocks-dependence,Average
6200,0,0.8979502429204737,0.99851662603892,1.0,1000,20,10.0,noise,Average
6201,1,0.8979502429204737,0.99851662603892,2.0,1000,20,10.0,noise,Average
6202,2,0.8979502429204737,0.99851662603892,3.0,1000,20,10.0,noise,Average
6203,3,0.8979502429204737,0.99851662603892,4.0,1000,20,10.0,noise,Average
6204,4,0.8979502429204737,0.99851662603892,5.0,1000,20,10.0,noise,Average
6205,5,0.8979502429204737,0.99851662603892,6.0,1000,20,10.0,noise,Average
6206,6,0.8979502429204737,0.99851662603892,7.0,1000,20,10.0,noise,Average
6207,7,0.8979502429204737,0.99851662603892,8.0,1000,20,10.0,noise,Average
6208,8,0.8979502429204737,0.99851662603892,9.0,1000,20,10.0,noise,Average
6209,9,0.8979502429204737,0.99851662603892,10.0,1000,20,10.0,noise,Average
6210,0,4.130051172041025,0.8594082716115313,1.0,1000,20,10.0,blocks,Average
6211,1,4.130051172041025,0.8594082716115313,2.0,1000,20,10.0,blocks,Average
6212,2,4.130051172041025,0.8594082716115313,3.0,1000,20,10.0,blocks,Average
6213,3,4.130051172041025,0.8594082716115313,4.0,1000,20,10.0,blocks,Average
6214,4,4.130051172041025,0.8594082716115313,5.0,1000,20,10.0,blocks,Average
6215,5,4.130051172041025,0.8594082716115313,6.0,1000,20,10.0,blocks,Average
6216,6,4.130051172041025,0.8594082716115313,7.0,1000,20,10.0,blocks,Average
6217,7,4.130051172041025,0.8594082716115313,8.0,1000,20,10.0,blocks,Average
6218,8,4.130051172041025,0.8594082716115313,9.0,1000,20,10.0,blocks,Average
6219,9,4.130051172041025,0.8594082716115313,10.0,1000,20,10.0,blocks,Average
6250,0,4.261379703010999,0.8627008753049069,1.0,1000,20,10.0,noise-blocks-dependence,Average
6251,1,4.261379703010999,0.8627008753049069,2.0,1000,20,10.0,noise-blocks-dependence,Average
6252,2,4.261379703010999,0.8627008753049069,3.0,1000,20,10.0,noise-blocks-dependence,Average
6253,3,4.261379703010999,0.8627008753049069,4.0,1000,20,10.0,noise-blocks-dependence,Average
6254,4,4.261379703010999,0.8627008753049069,5.0,1000,20,10.0,noise-blocks-dependence,Average
6255,5,4.261379703010999,0.8627008753049069,6.0,1000,20,10.0,noise-blocks-dependence,Average
6256,6,4.261379703010999,0.8627008753049069,7.0,1000,20,10.0,noise-blocks-dependence,Average
6257,7,4.261379703010999,0.8627008753049069,8.0,1000,20,10.0,noise-blocks-dependence,Average
6258,8,4.261379703010999,0.8627008753049069,9.0,1000,20,10.0,noise-blocks-dependence,Average
6259,9,4.261379703010999,0.8627008753049069,10.0,1000,20,10.0,noise-blocks-dependence,Average
6260,0,2.5833218347552016,0.9924582343330068,1.0,1000,20,30.0,noise,Average
6261,1,2.5833218347552016,0.9924582343330068,2.0,1000,20,30.0,noise,Average
6262,2,2.5833218347552016,0.9924582343330068,3.0,1000,20,30.0,noise,Average
6263,3,2.5833218347552016,0.9924582343330068,4.0,1000,20,30.0,noise,Average
6264,4,2.5833218347552016,0.9924582343330068,5.0,1000,20,30.0,noise,Average
6265,5,2.5833218347552016,0.9924582343330068,6.0,1000,20,30.0,noise,Average
6266,6,2.5833218347552016,0.9924582343330068,7.0,1000,20,30.0,noise,Average
6267,7,2.5833218347552016,0.9924582343330068,8.0,1000,20,30.0,noise,Average
6268,8,2.5833218347552016,0.9924582343330068,9.0,1000,20,30.0,noise,Average
6269,9,2.5833218347552016,0.9924582343330068,10.0,1000,20,30.0,noise,Average
6270,0,3.823986008250892,0.8703254521068495,1.0,1000,20,30.0,blocks,Average
6271,1,3.823986008250892,0.8703254521068495,2.0,1000,20,30.0,blocks,Average
6272,2,3.823986008250892,0.8703254521068495,3.0,1000,20,30.0,blocks,Average
6273,3,3.823986008250892,0.8703254521068495,4.0,1000,20,30.0,blocks,Average
6274,4,3.823986008250892,0.8703254521068495,5.0,1000,20,30.0,blocks,Average
6275,5,3.823986008250892,0.8703254521068495,6.0,1000,20,30.0,blocks,Average
6276,6,3.823986008250892,0.8703254521068495,7.0,1000,20,30.0,blocks,Average
6277,7,3.823986008250892,0.8703254521068495,8.0,1000,20,30.0,blocks,Average
6278,8,3.823986008250892,0.8703254521068495,9.0,1000,20,30.0,blocks,Average
6279,9,3.823986008250892,0.8703254521068495,10.0,1000,20,30.0,blocks,Average
6310,0,4.759590808436015,0.8559006500348907,1.0,1000,20,30.0,noise-blocks-dependence,Average
6311,1,4.759590808436015,0.8559006500348907,2.0,1000,20,30.0,noise-blocks-dependence,Average
6312,2,4.759590808436015,0.8559006500348907,3.0,1000,20,30.0,noise-blocks-dependence,Average
6313,3,4.759590808436015,0.8559006500348907,4.0,1000,20,30.0,noise-blocks-dependence,Average
6314,4,4.759590808436015,0.8559006500348907,5.0,1000,20,30.0,noise-blocks-dependence,Average
6315,5,4.759590808436015,0.8559006500348907,6.0,1000,20,30.0,noise-blocks-dependence,Average
6316,6,4.759590808436015,0.8559006500348907,7.0,1000,20,30.0,noise-blocks-dependence,Average
6317,7,4.759590808436015,0.8559006500348907,8.0,1000,20,30.0,noise-blocks-dependence,Average
6318,8,4.759590808436015,0.8559006500348907,9.0,1000,20,30.0,noise-blocks-dependence,Average
6319,9,4.759590808436015,0.8559006500348907,10.0,1000,20,30.0,noise-blocks-dependence,Average
6320,0,4.178971642952984,0.9764171187805578,1.0,1000,20,50.0,noise,Average
6321,1,4.178971642952984,0.9764171187805578,2.0,1000,20,50.0,noise,Average
6322,2,4.178971642952984,0.9764171187805578,3.0,1000,20,50.0,noise,Average
6323,3,4.178971642952984,0.9764171187805578,4.0,1000,20,50.0,noise,Average
6324,4,4.178971642952984,0.9764171187805578,5.0,1000,20,50.0,noise,Average
6325,5,4.178971642952984,0.9764171187805578,6.0,1000,20,50.0,noise,Average
6326,6,4.178971642952984,0.9764171187805578,7.0,1000,20,50.0,noise,Average
6327,7,4.178971642952984,0.9764171187805578,8.0,1000,20,50.0,noise,Average
6328,8,4.178971642952984,0.9764171187805578,9.0,1000,20,50.0,noise,Average
6329,9,4.178971642952984,0.9764171187805578,10.0,1000,20,50.0,noise,Average
6330,0,4.328043029730248,0.8366368380655175,1.0,1000,20,50.0,blocks,Average
6331,1,4.328043029730248,0.8366368380655175,2.0,1000,20,50.0,blocks,Average
6332,2,4.328043029730248,0.8366368380655175,3.0,1000,20,50.0,blocks,Average
6333,3,4.328043029730248,0.8366368380655175,4.0,1000,20,50.0,blocks,Average
6334,4,4.328043029730248,0.8366368380655175,5.0,1000,20,50.0,blocks,Average
6335,5,4.328043029730248,0.8366368380655175,6.0,1000,20,50.0,blocks,Average
6336,6,4.328043029730248,0.8366368380655175,7.0,1000,20,50.0,blocks,Average
6337,7,4.328043029730248,0.8366368380655175,8.0,1000,20,50.0,blocks,Average
6338,8,4.328043029730248,0.8366368380655175,9.0,1000,20,50.0,blocks,Average
6339,9,4.328043029730248,0.8366368380655175,10.0,1000,20,50.0,blocks,Average
6370,0,5.853714803866851,0.8344453620903597,1.0,1000,20,50.0,noise-blocks-dependence,Average
6371,1,5.853714803866851,0.8344453620903597,2.0,1000,20,50.0,noise-blocks-dependence,Average
6372,2,5.853714803866851,0.8344453620903597,3.0,1000,20,50.0,noise-blocks-dependence,Average
6373,3,5.853714803866851,0.8344453620903597,4.0,1000,20,50.0,noise-blocks-dependence,Average
6374,4,5.853714803866851,0.8344453620903597,5.0,1000,20,50.0,noise-blocks-dependence,Average
6375,5,5.853714803866851,0.8344453620903597,6.0,1000,20,50.0,noise-blocks-dependence,Average
6376,6,5.853714803866851,0.8344453620903597,7.0,1000,20,50.0,noise-blocks-dependence,Average
6377,7,5.853714803866851,0.8344453620903597,8.0,1000,20,50.0,noise-blocks-dependence,Average
6378,8,5.853714803866851,0.8344453620903597,9.0,1000,20,50.0,noise-blocks-dependence,Average
6379,9,5.853714803866851,0.8344453620903597,10.0,1000,20,50.0,noise-blocks-dependence,Average
7160,0,1.0629129199931877,0.990344140787203,1.0,100,4,10.0,noise,MICE
7161,1,0.9284547559437566,0.9926310027338182,2.0,100,4,10.0,noise,MICE
7162,2,0.967769054550692,0.992015564081611,3.0,100,4,10.0,noise,MICE
7163,3,1.008937899641894,0.9912917224405318,4.0,100,4,10.0,noise,MICE
7164,4,0.901036166487013,0.9930912710754666,5.0,100,4,10.0,noise,MICE
7165,5,1.032469673247212,0.9908779091652709,6.0,100,4,10.0,noise,MICE
7166,6,1.0313289713703926,0.9908960277027308,7.0,100,4,10.0,noise,MICE
7167,7,1.0157918731930533,0.9911632429854702,8.0,100,4,10.0,noise,MICE
7168,8,0.9842926078526026,0.9917249039231362,9.0,100,4,10.0,noise,MICE
7169,9,1.0489417146585387,0.9905956229462416,10.0,100,4,10.0,noise,MICE
7170,0,7.51274325958018,0.4748816573820086,1.0,100,4,10.0,blocks,MICE
7171,1,8.587088128725357,0.2888910377479067,2.0,100,4,10.0,blocks,MICE
7172,2,8.196077392414368,0.3926454158254389,3.0,100,4,10.0,blocks,MICE
7173,3,8.063243975370266,0.4335197567719899,4.0,100,4,10.0,blocks,MICE
7174,4,8.107806775903766,0.3971397947708229,5.0,100,4,10.0,blocks,MICE
7175,5,8.302745156290378,0.4150301010681964,6.0,100,4,10.0,blocks,MICE
7176,6,8.049062651571157,0.4037692499610038,7.0,100,4,10.0,blocks,MICE
7177,7,7.760910868393341,0.4407826620737991,8.0,100,4,10.0,blocks,MICE
7178,8,7.950063819836964,0.4074248246067254,9.0,100,4,10.0,blocks,MICE
7179,9,7.535530978027033,0.4747080014021575,10.0,100,4,10.0,blocks,MICE
7210,0,8.169285456993313,0.3239999809163659,1.0,100,4,10.0,noise-blocks-dependence,MICE
7211,1,8.897309965104327,0.1824251269142633,2.0,100,4,10.0,noise-blocks-dependence,MICE
7212,2,7.772674300423715,0.4025647877014863,3.0,100,4,10.0,noise-blocks-dependence,MICE
7213,3,8.607708140673422,0.2649047065075209,4.0,100,4,10.0,noise-blocks-dependence,MICE
7214,4,8.680012489718855,0.236722711362967,5.0,100,4,10.0,noise-blocks-dependence,MICE
7215,5,8.03213174304223,0.370469120317662,6.0,100,4,10.0,noise-blocks-dependence,MICE
